GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,TRUSTA,RES_ONLYA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,RNGE001,RNGE002,RNGE003,RNGE004,RNGE005,RNGE006,RNGE007,RNGE008,RNGE009,RNGE010,RNGE011,RNGE012,RNGE013,RNGE014,RNGE015,RNGE016,RNGE017,RNHE001,NAME_M,RNGM001,RNGM002,RNGM003,RNGM004,RNGM005,RNGM006,RNGM007,RNGM008,RNGM009,RNGM010,RNGM011,RNGM012,RNGM013,RNGM014,RNGM015,RNGM016,RNGM017,RNHM001,GEOID10
"G53003300058011","2005-2009",,,"Washington","53","King County","033",,,"005801","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 58.01, King County, Washington",467,0,0,17,34,13,20,16,52,66,19,95,62,44,29,0,0,54539,"Block Group 1, Census Tract 58.01, King County, Washington",119,119,119,26,38,23,32,26,49,51,29,84,50,53,32,119,119,21512,"530330058011"
"G53003300058012","2005-2009",,,"Washington","53","King County","033",,,"005801","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 58.01, King County, Washington",974,11,0,0,63,29,96,139,84,23,209,67,71,93,17,4,68,53153,"Block Group 2, Census Tract 58.01, King County, Washington",151,17,119,119,54,34,63,94,90,22,130,54,52,55,28,14,87,8189,"530330058012"
"G53003300058013","2005-2009",,,"Washington","53","King County","033",,,"005801","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 58.01, King County, Washington",594,0,16,0,42,42,14,26,16,0,91,70,110,56,15,48,48,70000,"Block Group 3, Census Tract 58.01, King County, Washington",107,119,26,119,40,42,22,32,26,119,61,55,69,45,26,41,41,15872,"530330058013"
"G53003300058014","2005-2009",,,"Washington","53","King County","033",,,"005801","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 58.01, King County, Washington",687,0,48,14,123,0,13,71,55,15,67,51,125,24,0,40,41,55225,"Block Group 4, Census Tract 58.01, King County, Washington",153,119,43,23,119,119,19,89,86,24,80,46,77,22,119,49,38,26207,"530330058014"
"G53003300058021","2005-2009",,,"Washington","53","King County","033",,,"005802","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 58.02, King County, Washington",754,10,13,0,12,33,37,0,13,80,146,122,60,39,0,118,71,60959,"Block Group 1, Census Tract 58.02, King County, Washington",149,20,19,119,20,53,39,119,20,70,107,102,60,36,119,57,56,8841,"530330058021"
"G53003300058022","2005-2009",,,"Washington","53","King County","033",,,"005802","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 58.02, King County, Washington",898,25,19,18,14,34,66,19,18,135,72,154,167,81,0,11,65,61343,"Block Group 2, Census Tract 58.02, King County, Washington",166,28,23,29,22,29,51,29,30,88,57,72,109,53,119,18,61,7809,"530330058022"
"G53003300058023","2005-2009",,,"Washington","53","King County","033",,,"005802","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 58.02, King County, Washington",502,71,39,0,26,0,0,69,54,12,59,46,25,37,35,17,12,44200,"Block Group 3, Census Tract 58.02, King County, Washington",96,58,65,119,31,119,119,47,43,21,42,55,28,36,32,28,20,10601,"530330058023"
"G53003300058024","2005-2009",,,"Washington","53","King County","033",,,"005802","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 58.02, King County, Washington",449,14,0,0,14,0,23,35,0,0,23,36,76,23,0,115,90,108229,"Block Group 4, Census Tract 58.02, King County, Washington",124,22,119,119,21,119,35,41,119,119,40,41,87,29,119,87,57,70928,"530330058024"
"G53003300059001","2005-2009",,,"Washington","53","King County","033",,,"005900","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 59, King County, Washington",790,38,42,28,154,18,12,45,31,15,130,66,108,75,28,0,0,57731,"Block Group 1, Census Tract 59, King County, Washington",130,40,44,34,111,28,21,41,33,24,101,62,71,54,31,119,119,28091,"530330059001"
"G53003300059002","2005-2009",,,"Washington","53","King County","033",,,"005900","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 59, King County, Washington",300,39,0,0,0,0,14,0,16,14,11,22,12,64,12,59,37,111667,"Block Group 2, Census Tract 59, King County, Washington",56,45,119,119,119,119,23,119,26,22,19,33,19,47,21,52,32,46439,"530330059002"
"G53003300059003","2005-2009",,,"Washington","53","King County","033",,,"005900","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 59, King County, Washington",289,0,0,0,0,0,0,16,0,0,23,13,0,99,0,62,76,121250,"Block Group 3, Census Tract 59, King County, Washington",68,119,119,119,119,119,119,24,119,119,34,23,119,68,119,47,53,86216,"530330059003"
"G53003300059004","2005-2009",,,"Washington","53","King County","033",,,"005900","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 59, King County, Washington",356,18,0,16,32,17,0,0,61,26,16,0,62,9,12,35,52,53750,"Block Group 4, Census Tract 59, King County, Washington",77,31,119,27,37,27,119,119,71,31,25,119,45,15,19,39,33,43418,"530330059004"
"G53003300059005","2005-2009",,,"Washington","53","King County","033",,,"005900","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 59, King County, Washington",403,0,15,14,0,16,0,30,0,0,0,15,121,29,90,12,61,93813,"Block Group 5, Census Tract 59, King County, Washington",89,119,24,23,119,25,119,34,119,119,119,24,99,34,57,20,54,45551,"530330059005"
"G53003300059006","2005-2009",,,"Washington","53","King County","033",,,"005900","6",,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 59, King County, Washington",300,0,0,17,0,0,42,0,0,0,16,18,36,51,15,42,63,104167,"Block Group 6, Census Tract 59, King County, Washington",76,119,119,27,119,119,50,119,119,119,25,29,44,41,24,53,47,41561,"530330059006"
"G53003300059007","2005-2009",,,"Washington","53","King County","033",,,"005900","7",,,,,,,,,,,,,,,,,,,,,,"Block Group 7, Census Tract 59, King County, Washington",188,15,0,13,0,0,0,0,0,36,0,43,53,0,17,11,0,64844,"Block Group 7, Census Tract 59, King County, Washington",56,24,119,21,119,119,119,119,119,42,119,36,43,119,27,19,119,23853,"530330059007"
"G53003300060001","2005-2009",,,"Washington","53","King County","033",,,"006000","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 60, King County, Washington",919,53,19,19,13,56,46,19,104,12,78,47,231,122,45,24,31,69323,"Block Group 1, Census Tract 60, King County, Washington",158,62,31,30,21,65,45,29,105,19,53,46,100,104,49,29,29,34788,"530330060001"
"G53003300060002","2005-2009",,,"Washington","53","King County","033",,,"006000","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 60, King County, Washington",329,38,0,0,0,0,0,0,11,0,52,17,71,4,30,70,36,96484,"Block Group 2, Census Tract 60, King County, Washington",80,36,119,119,119,119,119,119,20,119,75,26,48,13,34,58,43,48271,"530330060002"
"G53003300060003","2005-2009",,,"Washington","53","King County","033",,,"006000","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 60, King County, Washington",432,14,0,7,14,18,23,0,17,0,12,0,147,44,44,35,57,90875,"Block Group 3, Census Tract 60, King County, Washington",101,24,119,11,22,29,39,119,29,119,18,119,94,42,42,31,48,23805,"530330060003"
"G53003300060004","2005-2009",,,"Washington","53","King County","033",,,"006000","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 60, King County, Washington",281,11,0,0,0,0,0,43,0,9,6,62,37,0,27,53,33,78533,"Block Group 4, Census Tract 60, King County, Washington",61,18,119,119,119,119,119,46,119,22,11,46,41,119,30,45,37,56954,"530330060004"
"G53003300060005","2005-2009",,,"Washington","53","King County","033",,,"006000","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 60, King County, Washington",516,55,13,19,43,22,31,18,61,15,39,90,31,16,7,21,35,44167,"Block Group 5, Census Tract 60, King County, Washington",129,68,20,21,77,28,37,16,68,26,42,86,34,27,12,34,33,19730,"530330060005"
"G53003300061001","2005-2009",,,"Washington","53","King County","033",,,"006100","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 61, King County, Washington",598,10,0,0,0,0,0,90,50,0,35,27,85,0,53,82,166,132632,"Block Group 1, Census Tract 61, King County, Washington",104,16,119,119,119,119,119,81,33,119,41,31,75,119,54,69,114,96470,"530330061001"
"G53003300061002","2005-2009",,,"Washington","53","King County","033",,,"006100","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 61, King County, Washington",446,0,12,0,14,0,0,22,14,0,87,14,103,11,39,55,75,88400,"Block Group 2, Census Tract 61, King County, Washington",96,119,19,119,21,119,119,27,23,119,81,23,97,20,41,45,38,26276,"530330061002"
"G53003300061003","2005-2009",,,"Washington","53","King County","033",,,"006100","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 61, King County, Washington",255,0,0,0,13,0,29,0,14,0,14,49,18,0,31,12,75,81181,"Block Group 3, Census Tract 61, King County, Washington",54,119,119,119,20,119,33,119,22,119,21,34,30,119,34,18,51,91700,"530330061003"
"G53003300061004","2005-2009",,,"Washington","53","King County","033",,,"006100","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 61, King County, Washington",698,53,0,12,28,15,68,34,112,48,89,29,56,43,0,12,99,48409,"Block Group 4, Census Tract 61, King County, Washington",125,66,119,20,33,24,82,33,71,44,68,34,43,41,119,18,61,7592,"530330061004"
"G53003300061005","2005-2009",,,"Washington","53","King County","033",,,"006100","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 61, King County, Washington",735,30,44,0,12,105,0,46,12,9,76,121,73,86,11,14,96,65646,"Block Group 5, Census Tract 61, King County, Washington",123,33,40,119,19,69,119,44,19,16,51,73,49,62,17,23,83,9199,"530330061005"
"G53003300062001","2005-2009",,,"Washington","53","King County","033",,,"006200","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 62, King County, Washington",236,0,23,0,0,0,7,0,0,9,11,12,47,19,25,15,68,108750,"Block Group 1, Census Tract 62, King County, Washington",35,119,18,119,119,119,11,119,119,15,17,18,30,23,29,19,41,46899,"530330062001"
"G53003300062002","2005-2009",,,"Washington","53","King County","033",,,"006200","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 62, King County, Washington",287,6,0,9,0,0,0,0,11,0,8,0,38,11,78,53,73,147321,"Block Group 2, Census Tract 62, King County, Washington",59,9,119,13,119,119,119,119,18,119,12,119,27,17,65,39,34,38163,"530330062002"
"G53003300062003","2005-2009",,,"Washington","53","King County","033",,,"006200","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 62, King County, Washington",312,11,0,0,24,0,0,0,0,11,12,0,19,48,0,52,135,187083,"Block Group 3, Census Tract 62, King County, Washington",46,18,119,119,26,119,119,119,119,17,19,119,20,35,119,34,43,34792,"530330062003"
"G53003300062004","2005-2009",,,"Washington","53","King County","033",,,"006200","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 62, King County, Washington",367,0,0,0,0,0,0,12,11,6,11,51,40,25,25,57,129,158281,"Block Group 4, Census Tract 62, King County, Washington",70,119,119,119,119,119,119,19,17,11,18,50,32,23,27,33,65,49976,"530330062004"
"G53003300062005","2005-2009",,,"Washington","53","King County","033",,,"006200","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 62, King County, Washington",385,0,0,0,9,11,26,0,0,10,54,41,23,63,21,41,86,106042,"Block Group 5, Census Tract 62, King County, Washington",73,119,119,119,15,16,28,119,119,17,54,45,25,44,24,32,47,20411,"530330062005"
"G53003300063001","2005-2009",,,"Washington","53","King County","033",,,"006300","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 63, King County, Washington",1250,70,18,16,80,16,64,37,123,13,119,216,80,129,81,88,100,69569,"Block Group 1, Census Tract 63, King County, Washington",165,51,28,25,52,27,54,43,100,21,84,175,58,96,72,56,73,14867,"530330063001"
"G53003300063002","2005-2009",,,"Washington","53","King County","033",,,"006300","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 63, King County, Washington",475,0,0,0,15,79,0,35,0,50,0,65,24,55,61,16,75,68839,"Block Group 2, Census Tract 63, King County, Washington",112,119,119,119,24,61,119,39,119,41,119,56,29,46,49,20,44,39846,"530330063002"
"G53003300063003","2005-2009",,,"Washington","53","King County","033",,,"006300","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 63, King County, Washington",196,0,0,0,12,0,0,0,0,0,12,0,12,49,10,0,101,203036,"Block Group 3, Census Tract 63, King County, Washington",50,119,119,119,20,119,119,119,119,119,19,119,18,48,18,119,47,184775,"530330063003"
"G53003300063004","2005-2009",,,"Washington","53","King County","033",,,"006300","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 63, King County, Washington",390,0,14,0,0,0,160,0,18,0,0,26,0,64,23,24,61,62788,"Block Group 4, Census Tract 63, King County, Washington",126,119,23,119,119,119,133,119,27,119,119,32,119,77,40,30,39,95164,"530330063004"
"G53003300063005","2005-2009",,,"Washington","53","King County","033",,,"006300","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 63, King County, Washington",333,18,15,0,0,0,6,0,0,15,0,39,11,20,24,0,185,246442,"Block Group 5, Census Tract 63, King County, Washington",79,31,24,119,119,119,13,119,119,24,119,54,17,32,30,119,86,173028,"530330063005"
"G53003300063006","2005-2009",,,"Washington","53","King County","033",,,"006300","6",,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 63, King County, Washington",227,0,0,0,0,0,0,10,42,0,0,15,13,0,18,37,92,161685,"Block Group 6, Census Tract 63, King County, Washington",80,119,119,119,119,119,119,15,61,119,119,25,20,119,21,30,54,74796,"530330063006"
"G53003300064001","2005-2009",,,"Washington","53","King County","033",,,"006400","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 64, King County, Washington",356,0,0,0,0,0,13,0,0,0,61,39,18,84,61,18,62,107061,"Block Group 1, Census Tract 64, King County, Washington",71,119,119,119,119,119,20,119,119,119,40,41,19,69,47,21,33,12545,"530330064001"
"G53003300064002","2005-2009",,,"Washington","53","King County","033",,,"006400","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 64, King County, Washington",454,0,0,8,0,0,9,0,8,0,19,82,73,40,18,28,169,118696,"Block Group 2, Census Tract 64, King County, Washington",71,119,119,13,119,119,16,119,12,119,31,56,44,39,21,27,66,58781,"530330064002"
"G53003300064003","2005-2009",,,"Washington","53","King County","033",,,"006400","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 64, King County, Washington",247,0,0,0,0,17,8,15,0,0,10,16,8,74,0,73,26,114561,"Block Group 3, Census Tract 64, King County, Washington",57,119,119,119,119,19,12,21,119,119,17,20,13,51,119,53,24,29801,"530330064003"
"G53003300064004","2005-2009",,,"Washington","53","King County","033",,,"006400","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 64, King County, Washington",226,0,7,0,0,24,0,10,8,8,8,7,0,59,8,29,58,117778,"Block Group 4, Census Tract 64, King County, Washington",50,119,10,119,119,23,119,17,13,14,13,11,119,45,13,27,45,34766,"530330064004"
"G53003300065001","2005-2009",,,"Washington","53","King County","033",,,"006500","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 65, King County, Washington",475,0,0,0,0,59,0,0,17,25,44,9,49,14,13,92,153,150721,"Block Group 1, Census Tract 65, King County, Washington",107,119,119,119,119,85,119,119,30,38,69,14,73,22,20,48,73,75567,"530330065001"
"G53003300065002","2005-2009",,,"Washington","53","King County","033",,,"006500","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 65, King County, Washington",217,30,0,0,0,14,15,0,10,0,31,11,0,30,0,16,60,61932,"Block Group 2, Census Tract 65, King County, Washington",62,37,119,119,119,21,25,119,16,119,45,19,119,36,119,21,37,113113,"530330065002"
"G53003300065003","2005-2009",,,"Washington","53","King County","033",,,"006500","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 65, King County, Washington",532,16,15,14,14,28,27,65,0,27,42,44,152,37,37,0,14,62759,"Block Group 3, Census Tract 65, King County, Washington",122,25,24,22,22,32,32,66,119,30,38,41,115,31,36,119,22,33247,"530330065003"
"G53003300065004","2005-2009",,,"Washington","53","King County","033",,,"006500","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 65, King County, Washington",898,22,12,38,50,46,15,78,60,72,50,94,111,61,49,108,32,62800,"Block Group 4, Census Tract 65, King County, Washington",128,27,20,40,57,43,23,69,62,74,43,64,84,39,44,70,34,15863,"530330065004"
"G53003300066001","2005-2009",,,"Washington","53","King County","033",,,"006600","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 66, King County, Washington",554,12,52,0,15,46,42,63,0,18,12,54,77,36,39,41,47,63289,"Block Group 1, Census Tract 66, King County, Washington",95,18,41,119,24,40,38,53,119,31,22,45,64,40,36,41,32,25376,"530330066001"
"G53003300066002","2005-2009",,,"Washington","53","King County","033",,,"006600","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 66, King County, Washington",387,21,0,0,0,0,20,0,0,15,93,44,104,12,10,35,33,75078,"Block Group 2, Census Tract 66, King County, Washington",92,34,119,119,119,119,31,119,119,26,61,42,70,19,17,30,34,18502,"530330066002"
"G53003300066003","2005-2009",,,"Washington","53","King County","033",,,"006600","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 66, King County, Washington",1182,81,8,15,58,53,94,108,49,32,146,164,149,133,38,40,14,52214,"Block Group 3, Census Tract 66, King County, Washington",155,86,13,24,47,45,97,62,58,36,110,70,105,81,43,41,22,6753,"530330066003"
"G53003300067001","2005-2009",,,"Washington","53","King County","033",,,"006700","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 67, King County, Washington",962,0,109,44,25,55,61,0,59,11,90,121,191,126,36,0,34,62949,"Block Group 1, Census Tract 67, King County, Washington",172,119,111,51,30,47,63,119,92,18,58,81,91,78,35,119,53,13408,"530330067001"
"G53003300067002","2005-2009",,,"Washington","53","King County","033",,,"006700","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 67, King County, Washington",494,48,13,40,13,13,0,67,28,12,63,59,42,58,11,19,8,55071,"Block Group 2, Census Tract 67, King County, Washington",81,57,19,38,21,22,119,56,32,20,43,50,38,45,17,31,13,16880,"530330067002"
"G53003300067003","2005-2009",,,"Washington","53","King County","033",,,"006700","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 67, King County, Washington",1320,55,0,51,40,0,93,62,121,76,77,111,223,171,27,67,146,65938,"Block Group 3, Census Tract 67, King County, Washington",163,55,119,42,37,119,74,50,94,54,82,72,99,111,32,45,95,23318,"530330067003"
"G53003300067004","2005-2009",,,"Washington","53","King County","033",,,"006700","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 67, King County, Washington",960,14,23,12,22,34,0,37,87,93,98,89,165,11,80,33,162,64844,"Block Group 4, Census Tract 67, King County, Washington",155,22,28,19,28,40,119,34,94,81,79,82,96,19,65,36,97,27608,"530330067004"
"G53003300068001","2005-2009",,,"Washington","53","King County","033",,,"006800","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 68, King County, Washington",427,0,7,0,0,13,31,66,9,0,29,14,91,51,51,0,65,84205,"Block Group 1, Census Tract 68, King County, Washington",72,119,10,119,119,21,25,86,14,119,34,23,42,38,45,119,54,20589,"530330068001"
"G53003300068002","2005-2009",,,"Washington","53","King County","033",,,"006800","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 68, King County, Washington",223,0,0,19,0,0,0,0,0,0,0,32,40,0,55,18,59,128021,"Block Group 2, Census Tract 68, King County, Washington",57,119,119,21,119,119,119,119,119,119,119,29,31,119,42,21,44,27786,"530330068002"
"G53003300068003","2005-2009",,,"Washington","53","King County","033",,,"006800","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 68, King County, Washington",313,42,0,9,0,10,14,15,14,16,45,23,34,32,0,33,26,59213,"Block Group 3, Census Tract 68, King County, Washington",67,39,119,13,119,16,23,23,22,20,37,27,25,30,119,35,31,16887,"530330068003"
"G53003300068004","2005-2009",,,"Washington","53","King County","033",,,"006800","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 68, King County, Washington",244,0,0,16,30,25,0,0,10,0,0,0,9,67,9,8,70,113452,"Block Group 4, Census Tract 68, King County, Washington",77,119,119,13,29,22,119,119,15,119,119,119,14,71,14,12,49,16808,"530330068004"
"G53003300069001","2005-2009",,,"Washington","53","King County","033",,,"006900","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 69, King County, Washington",387,9,0,31,29,16,0,0,0,16,44,26,58,24,20,59,55,81771,"Block Group 1, Census Tract 69, King County, Washington",86,16,119,34,31,25,119,119,119,23,37,30,45,28,29,58,45,39108,"530330069001"
"G53003300069002","2005-2009",,,"Washington","53","King County","033",,,"006900","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 69, King County, Washington",554,0,15,0,0,65,26,0,15,18,68,12,118,22,21,125,49,79563,"Block Group 2, Census Tract 69, King County, Washington",110,119,25,119,119,50,42,119,23,29,52,20,61,30,30,91,49,14934,"530330069002"
"G53003300069003","2005-2009",,,"Washington","53","King County","033",,,"006900","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 69, King County, Washington",461,0,17,0,19,19,68,0,0,0,83,15,0,119,1,53,67,100609,"Block Group 3, Census Tract 69, King County, Washington",107,119,27,119,31,30,59,119,119,119,50,24,119,90,13,39,50,76878,"530330069003"
"G53003300069004","2005-2009",,,"Washington","53","King County","033",,,"006900","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 69, King County, Washington",664,71,0,31,0,0,0,94,36,0,15,101,90,45,36,82,63,73974,"Block Group 4, Census Tract 69, King County, Washington",140,72,119,35,119,119,119,93,55,119,24,68,78,50,35,56,58,12926,"530330069004"
"G53003300070001","2005-2009",,,"Washington","53","King County","033",,,"007000","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 70, King County, Washington",769,14,32,11,57,25,24,0,127,11,0,76,111,87,32,72,90,80987,"Block Group 1, Census Tract 70, King County, Washington",216,21,37,18,39,29,29,119,177,18,119,77,87,88,37,46,63,42265,"530330070001"
"G53003300070002","2005-2009",,,"Washington","53","King County","033",,,"007000","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 70, King County, Washington",869,14,31,57,39,29,56,114,69,79,72,109,79,54,0,25,42,46081,"Block Group 2, Census Tract 70, King County, Washington",146,22,37,46,35,33,53,59,54,81,52,75,80,45,119,28,33,6010,"530330070002"
"G53003300070003","2005-2009",,,"Washington","53","King County","033",,,"007000","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 70, King County, Washington",1127,90,0,112,49,30,93,31,36,64,231,172,92,74,19,18,16,53148,"Block Group 3, Census Tract 70, King County, Washington",157,78,119,60,46,35,91,36,40,60,109,94,57,52,30,27,26,5223,"530330070003"
"G53003300070004","2005-2009",,,"Washington","53","King County","033",,,"007000","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 70, King County, Washington",627,95,13,0,0,15,49,57,77,17,97,12,72,71,18,10,24,48603,"Block Group 4, Census Tract 70, King County, Washington",104,56,22,119,119,24,33,45,50,25,75,20,73,51,30,17,27,10757,"530330070004"
"G53003300070005","2005-2009",,,"Washington","53","King County","033",,,"007000","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 70, King County, Washington",647,37,84,29,62,20,29,57,15,71,103,52,74,14,0,0,0,40917,"Block Group 5, Census Tract 70, King County, Washington",123,44,53,33,49,32,34,40,25,78,67,38,62,23,119,119,119,11694,"530330070005"
"G53003300070006","2005-2009",,,"Washington","53","King County","033",,,"007000","6",,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 70, King County, Washington",620,41,12,42,63,43,19,31,43,78,65,62,11,0,44,0,66,45755,"Block Group 6, Census Tract 70, King County, Washington",123,32,20,39,50,23,31,36,66,57,68,51,18,119,41,119,65,4407,"530330070006"
"G53003300071001","2005-2009",,,"Washington","53","King County","033",,,"007100","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 71, King County, Washington",846,76,23,44,43,93,66,136,5,11,69,57,80,36,10,76,21,37542,"Block Group 1, Census Tract 71, King County, Washington",113,51,36,33,29,75,65,84,9,17,42,41,47,31,15,61,17,3325,"530330071001"
"G53003300071002","2005-2009",,,"Washington","53","King County","033",,,"007100","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 71, King County, Washington",1211,94,13,20,37,48,79,114,40,19,109,199,123,161,29,69,57,63608,"Block Group 2, Census Tract 71, King County, Washington",146,57,22,23,41,35,45,69,36,23,63,138,54,79,28,58,74,14001,"530330071002"
"G53003300072001","2005-2009",,,"Washington","53","King County","033",,,"007200","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 72, King County, Washington",555,193,60,8,0,27,67,90,16,11,62,0,11,0,10,0,0,26528,"Block Group 1, Census Tract 72, King County, Washington",142,75,55,13,119,44,48,98,19,16,66,119,17,119,18,119,119,21618,"530330072001"
"G53003300072002","2005-2009",,,"Washington","53","King County","033",,,"007200","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 72, King County, Washington",2278,268,302,34,98,101,117,107,46,110,170,204,367,172,66,79,37,47230,"Block Group 2, Census Tract 72, King County, Washington",167,108,130,27,82,62,55,58,47,59,79,112,124,93,70,59,41,8208,"530330072002"
"G53003300073001","2005-2009",,,"Washington","53","King County","033",,,"007300","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 73, King County, Washington",937,88,25,48,53,303,86,24,81,10,56,6,90,19,48,0,0,28800,"Block Group 1, Census Tract 73, King County, Washington",141,59,30,51,49,148,75,36,54,16,44,12,62,28,39,119,119,3262,"530330073001"
"G53003300073002","2005-2009",,,"Washington","53","King County","033",,,"007300","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 73, King County, Washington",687,104,121,91,101,59,78,18,16,18,28,38,0,15,0,0,0,22083,"Block Group 2, Census Tract 73, King County, Washington",131,61,72,75,62,48,71,21,18,29,43,46,119,24,119,119,119,4732,"530330073002"
"G53003300073003","2005-2009",,,"Washington","53","King County","033",,,"007300","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 73, King County, Washington",592,62,11,7,63,46,7,0,24,0,48,40,129,60,26,19,50,64250,"Block Group 3, Census Tract 73, King County, Washington",120,35,17,12,56,57,14,119,28,119,38,43,62,47,29,23,60,34659,"530330073003"
"G53003300074001","2005-2009",,,"Washington","53","King County","033",,,"007400","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 74, King County, Washington",465,32,66,25,16,0,60,96,74,30,0,24,42,0,0,0,0,36180,"Block Group 1, Census Tract 74, King County, Washington",131,35,74,29,26,119,47,76,78,26,119,27,40,119,119,119,119,3612,"530330074001"
