GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,AIANHHA,URBRURALA,NAME,HD1001,HD1002,HD1003,HD1004,HD1005,HD1006,HD1007,HD1008,HD1009,HD1010,HD1011,HD1012,HD1013,HD1014,HD1015,HD1016,HD1017,HD1018,HD1019,HD1020,HD1021,HD1022,HD1023,HD1024,HD1025,HD1026,HD1027,HD1028,HD1029,HD1030,HD1031,HD1032
"G41000500213002","2000","Oregon","41","Clackamas","005",,,"021300","2",,,"Block Group 2",0,0,14,12,0,10,17,28,199,67,127,87,111,69,34,0,0,0,0,0,9,7,7,18,243,140,159,33,64,76,22,7
"G41000500213003","2000","Oregon","41","Clackamas","005",,,"021300","3",,,"Block Group 3",0,0,6,7,10,9,0,7,73,41,60,35,88,0,0,0,6,0,0,6,0,6,38,0,102,30,67,14,38,16,0,0
"G41000500214001","2000","Oregon","41","Clackamas","005",,,"021400","1",,,"Block Group 1",0,0,0,0,3,0,21,16,201,72,149,52,243,43,56,13,0,0,4,20,0,5,13,17,265,70,172,110,203,69,14,16
"G41000500214002","2000","Oregon","41","Clackamas","005",,,"021400","2",,,"Block Group 2",9,0,0,18,9,36,14,8,106,47,58,20,45,17,0,0,8,0,11,8,10,0,14,42,180,10,64,19,55,0,0,0
"G41000500214003","2000","Oregon","41","Clackamas","005",,,"021400","3",,,"Block Group 3",0,0,0,10,0,0,9,0,128,10,93,30,61,0,26,0,0,0,0,7,14,17,0,7,66,40,88,16,53,8,0,0
"G41000500215001","2000","Oregon","41","Clackamas","005",,,"021500","1",,,"Block Group 1",0,0,0,14,19,0,17,50,293,115,328,97,240,131,45,14,0,6,0,14,7,28,39,47,462,182,340,119,265,134,35,14
"G41000500216011","2000","Oregon","41","Clackamas","005",,,"021601","1",,,"Block Group 1",9,0,0,6,6,24,19,7,155,25,47,24,0,0,0,0,26,0,0,0,15,27,27,9,60,21,103,23,48,0,0,0
"G41000500216012","2000","Oregon","41","Clackamas","005",,,"021601","2",,,"Block Group 2",0,0,19,36,39,44,32,48,219,70,206,35,47,0,0,0,0,0,12,16,0,9,5,38,321,126,130,48,72,0,7,0
"G41000500216013","2000","Oregon","41","Clackamas","005",,,"021601","3",,,"Block Group 3",0,0,0,0,0,25,13,0,124,28,58,50,20,0,7,0,0,0,9,8,6,9,0,26,126,60,58,57,17,6,0,0
"G41000500216014","2000","Oregon","41","Clackamas","005",,,"021601","4",,,"Block Group 4",17,0,0,0,8,41,4,29,68,17,27,28,18,0,0,0,0,0,12,7,0,18,31,7,119,23,28,31,23,0,0,0
"G41000500216021","2000","Oregon","41","Clackamas","005",,,"021602","1",,,"Block Group 1",0,0,0,11,17,12,36,19,192,49,91,31,45,6,4,0,5,0,5,16,17,24,32,27,197,61,72,43,48,0,18,5
"G41000500216022","2000","Oregon","41","Clackamas","005",,,"021602","2",,,"Block Group 2",0,0,0,0,0,14,0,19,107,16,81,54,53,11,0,0,5,0,0,7,0,9,25,20,103,76,45,19,38,6,0,0
"G41000500216023","2000","Oregon","41","Clackamas","005",,,"021602","3",,,"Block Group 3",0,0,8,35,19,25,24,14,160,84,126,28,94,12,11,11,6,5,0,25,6,0,12,13,209,112,145,44,41,33,6,0
"G41000500217001","2000","Oregon","41","Clackamas","005",,,"021700","1",,,"Block Group 1",0,0,0,20,0,17,21,10,212,75,131,56,134,48,19,0,0,0,0,0,16,16,19,16,263,144,178,74,103,35,9,0
"G41000500217002","2000","Oregon","41","Clackamas","005",,,"021700","2",,,"Block Group 2",0,0,6,8,40,44,22,14,381,106,263,55,149,30,24,8,11,12,16,36,39,60,17,60,478,113,231,93,166,71,15,0
"G41000500218011","2000","Oregon","41","Clackamas","005",,,"021801","1",,,"Block Group 1",0,0,5,0,15,0,7,23,197,40,193,55,118,44,0,8,0,0,7,0,12,19,3,0,156,143,151,69,126,12,0,0
"G41000500218012","2000","Oregon","41","Clackamas","005",,,"021801","2",,,"Block Group 2",0,0,0,17,0,57,7,0,250,109,203,137,169,63,20,10,0,0,0,0,22,9,9,14,366,190,255,91,174,51,8,0
"G41000500218021","2000","Oregon","41","Clackamas","005",,,"021802","1",,,"Block Group 1",9,10,13,21,25,9,7,25,103,44,196,19,21,19,9,0,0,10,26,8,0,25,14,24,161,92,189,45,56,14,9,0
"G41000500218022","2000","Oregon","41","Clackamas","005",,,"021802","2",,,"Block Group 2",11,5,20,7,10,20,26,33,207,37,170,10,48,44,9,0,10,37,22,0,17,49,36,31,299,29,104,38,90,0,6,0
"G41000500219001","2000","Oregon","41","Clackamas","005",,,"021900","1",,,"Block Group 1",22,7,5,11,11,6,21,47,160,56,150,37,59,27,5,0,0,0,0,14,0,35,24,19,208,67,98,67,69,40,8,0
"G41000500219002","2000","Oregon","41","Clackamas","005",,,"021900","2",,,"Block Group 2",8,0,7,5,0,5,2,5,86,76,77,13,65,3,0,0,0,9,0,17,0,5,8,9,131,44,86,43,57,0,0,0
"G41000500220001","2000","Oregon","41","Clackamas","005",,,"022000","1",,,"Block Group 1",8,3,43,8,45,34,14,49,496,211,453,85,216,72,9,7,8,9,0,12,47,21,16,51,629,206,420,103,302,71,18,9
"G41000500220002","2000","Oregon","41","Clackamas","005",,,"022000","2",,,"Block Group 2",0,0,0,7,0,0,0,19,72,32,61,0,11,0,0,0,0,0,7,16,7,9,0,9,102,39,61,21,42,10,0,0
"G41000500221011","2000","Oregon","41","Clackamas","005",,,"022101","1",,,"Block Group 1",0,0,23,7,29,19,2,37,237,102,275,32,161,78,2,0,0,0,15,16,15,12,12,33,382,144,218,66,116,62,16,0
"G41000500221012","2000","Oregon","41","Clackamas","005",,,"022101","2",,,"Block Group 2",2,0,12,19,26,18,37,45,299,121,189,99,137,51,11,0,4,0,5,16,11,27,12,49,432,192,241,75,103,38,9,0
"G41000500221031","2000","Oregon","41","Clackamas","005",,,"022103","1",,,"Block Group 1",0,0,15,29,7,7,0,34,197,122,322,102,242,85,21,29,15,7,7,21,38,6,41,13,216,152,236,136,368,40,7,0
"G41000500221041","2000","Oregon","41","Clackamas","005",,,"022104","1",,,"Block Group 1",0,9,0,41,9,8,0,35,107,28,38,8,84,31,0,0,0,0,32,0,0,0,9,8,118,41,68,35,0,0,0,0
"G41000500221042","2000","Oregon","41","Clackamas","005",,,"022104","2",,,"Block Group 2",9,0,0,8,0,7,0,17,136,10,15,0,22,0,0,0,0,0,0,32,0,18,8,7,63,28,56,12,15,0,0,0
"G41000500221043","2000","Oregon","41","Clackamas","005",,,"022104","3",,,"Block Group 3",8,0,0,29,0,13,18,19,130,21,72,24,0,0,0,0,8,0,0,78,0,28,0,8,157,81,33,19,50,18,0,0
"G41000500221044","2000","Oregon","41","Clackamas","005",,,"022104","4",,,"Block Group 4",0,0,25,27,39,32,8,41,266,60,147,120,243,18,0,0,0,0,0,8,0,7,0,31,317,153,173,82,192,8,0,0
"G41000500221045","2000","Oregon","41","Clackamas","005",,,"022104","5",,,"Block Group 5",4,0,0,0,9,28,0,30,355,223,312,124,351,124,25,7,11,8,21,42,9,49,16,60,402,269,409,124,347,96,16,0
"G41000500222011","2000","Oregon","41","Clackamas","005",,,"022201","1",,,"Block Group 1",0,0,0,0,0,11,8,11,40,8,63,0,0,0,0,0,0,0,0,0,15,51,8,8,28,34,103,11,11,0,0,0
"G41000500222012","2000","Oregon","41","Clackamas","005",,,"022201","2",,,"Block Group 2",65,11,32,7,53,49,16,31,302,121,134,103,183,36,18,0,37,0,36,28,71,37,45,76,383,116,200,78,148,0,0,0
"G41000500222031","2000","Oregon","41","Clackamas","005",,,"022203","1",,,"Block Group 1",0,0,0,6,0,22,7,11,69,46,81,9,63,21,0,0,0,0,0,0,0,15,27,7,104,7,88,19,29,23,0,0
"G41000500222032","2000","Oregon","41","Clackamas","005",,,"022203","2",,,"Block Group 2",0,0,0,0,9,0,9,27,176,159,303,151,450,146,119,0,0,0,0,13,6,0,0,30,245,167,361,110,430,192,22,25
"G41000500222041","2000","Oregon","41","Clackamas","005",,,"022204","1",,,"Block Group 1",0,0,7,21,6,5,8,18,146,60,143,93,122,106,31,6,9,0,4,31,8,5,0,54,199,97,160,97,215,53,27,0
"G41000500222042","2000","Oregon","41","Clackamas","005",,,"022204","2",,,"Block Group 2",15,0,0,15,0,17,0,0,190,147,185,49,386,130,32,26,8,0,14,7,0,25,23,0,324,56,185,128,319,104,19,11
"G41000500223001","2000","Oregon","41","Clackamas","005",,,"022300","1",,,"Block Group 1",0,0,0,0,6,0,0,7,129,62,132,14,94,13,0,0,0,0,0,0,7,0,8,9,162,23,132,29,59,7,24,0
"G41000500223002","2000","Oregon","41","Clackamas","005",,,"022300","2",,,"Block Group 2",0,0,0,0,8,8,0,8,46,29,55,32,36,0,0,0,0,0,0,21,0,42,9,16,77,35,45,8,32,12,7,0
"G41000500223003","2000","Oregon","41","Clackamas","005",,,"022300","3",,,"Block Group 3",0,0,0,0,0,6,11,0,80,12,81,39,122,14,0,0,0,0,0,6,0,23,11,22,102,63,68,34,88,26,0,0
"G41000500223004","2000","Oregon","41","Clackamas","005",,,"022300","4",,,"Block Group 4",0,0,0,0,0,32,0,34,149,41,109,34,99,15,0,6,10,0,0,10,7,13,10,0,112,74,124,37,53,17,0,0
"G41000500223005","2000","Oregon","41","Clackamas","005",,,"022300","5",,,"Block Group 5",0,0,0,17,6,13,20,23,229,44,127,42,39,6,0,21,0,6,0,21,0,54,6,17,255,56,126,60,58,12,7,0
"G41000500223006","2000","Oregon","41","Clackamas","005",,,"022300","6",,,"Block Group 6",0,0,0,15,6,25,0,0,81,32,119,11,50,0,0,0,0,0,0,0,8,6,23,13,55,39,89,18,51,17,0,0
"G41000500224001","2000","Oregon","41","Clackamas","005",,,"022400","1",,,"Block Group 1",4,10,0,6,7,15,0,13,67,29,97,23,23,18,16,0,5,0,0,57,27,0,46,39,138,31,53,41,15,32,0,0
"G41000500224002","2000","Oregon","41","Clackamas","005",,,"022400","2",,,"Block Group 2",6,0,0,6,0,8,6,6,74,51,70,21,40,5,0,0,0,0,0,6,0,0,19,31,119,23,88,13,21,12,0,0
"G41000500224003","2000","Oregon","41","Clackamas","005",,,"022400","3",,,"Block Group 3",0,0,0,4,0,4,6,4,44,39,27,11,31,0,0,0,0,0,0,5,0,17,0,6,63,20,58,11,17,11,0,0
"G41000500224004","2000","Oregon","41","Clackamas","005",,,"022400","4",,,"Block Group 4",0,0,0,5,6,0,0,21,57,8,74,7,11,26,5,0,0,0,0,6,0,12,0,0,74,11,53,20,29,6,0,0
"G41000500224005","2000","Oregon","41","Clackamas","005",,,"022400","5",,,"Block Group 5",5,0,15,7,6,7,0,16,88,16,51,19,23,0,0,0,0,0,0,5,8,4,0,19,49,15,55,22,52,5,0,0
"G41000500225001","2000","Oregon","41","Clackamas","005",,,"022500","1",,,"Block Group 1",5,5,5,31,6,5,29,86,167,46,122,45,106,7,8,0,12,0,7,7,7,26,0,31,286,55,151,20,85,39,6,14
"G41000500225002","2000","Oregon","41","Clackamas","005",,,"022500","2",,,"Block Group 2",7,0,20,0,0,21,31,18,262,30,91,15,61,7,0,0,0,0,9,8,8,0,20,16,235,46,79,49,85,20,0,0
"G41000500225003","2000","Oregon","41","Clackamas","005",,,"022500","3",,,"Block Group 3",0,0,0,29,17,9,8,17,174,102,200,72,132,63,8,0,0,0,0,0,14,24,18,8,286,125,235,53,106,51,0,0
"G41000500225004","2000","Oregon","41","Clackamas","005",,,"022500","4",,,"Block Group 4",0,11,0,0,0,0,0,27,54,13,38,0,26,17,29,10,0,0,0,8,6,0,9,20,59,32,68,20,47,18,14,0
"G41000500226011","2000","Oregon","41","Clackamas","005",,,"022601","1",,,"Block Group 1",11,22,48,69,63,59,115,115,814,380,795,226,502,158,27,14,8,0,33,92,37,63,92,72,1093,377,732,271,359,165,33,0
"G41000500226021","2000","Oregon","41","Clackamas","005",,,"022602","1",,,"Block Group 1",0,0,0,0,0,10,7,0,72,51,115,51,147,25,0,0,0,0,0,0,0,0,0,0,105,107,117,64,89,47,6,0
"G41000500226022","2000","Oregon","41","Clackamas","005",,,"022602","2",,,"Block Group 2",10,0,0,20,8,17,7,27,157,79,170,44,81,48,18,5,0,0,2,3,25,7,12,0,158,114,162,48,105,11,0,0
"G41000500227021","2000","Oregon","41","Clackamas","005",,,"022702","1",,,"Block Group 1",0,0,0,7,13,0,14,0,154,75,202,82,527,165,61,0,0,0,0,0,10,0,0,24,269,77,365,99,398,81,57,0
"G41000500227022","2000","Oregon","41","Clackamas","005",,,"022702","2",,,"Block Group 2",0,0,0,7,0,0,19,0,7,16,75,10,125,33,0,53,0,0,10,11,0,0,0,0,99,23,36,46,114,29,19,16
"G41000500227023","2000","Oregon","41","Clackamas","005",,,"022702","3",,,"Block Group 3",0,0,0,7,0,7,6,0,19,22,61,25,111,37,29,7,0,0,0,0,0,0,0,7,21,21,68,21,132,54,15,12
"G41000500227031","2000","Oregon","41","Clackamas","005",,,"022703","1",,,"Block Group 1",18,4,0,16,6,15,7,33,451,111,205,126,443,122,25,39,0,0,9,27,0,8,23,9,420,222,326,165,496,113,42,14
"G41000500227032","2000","Oregon","41","Clackamas","005",,,"022703","2",,,"Block Group 2",5,0,0,4,4,0,19,9,124,56,89,51,160,41,53,0,0,0,0,0,0,0,16,9,94,48,72,41,121,25,8,0
"G41000500227041","2000","Oregon","41","Clackamas","005",,,"022704","1",,,"Block Group 1",0,0,0,0,0,0,0,0,36,15,40,8,44,14,14,0,0,0,0,0,0,0,0,7,38,23,34,9,79,23,0,0
"G41000500227042","2000","Oregon","41","Clackamas","005",,,"022704","2",,,"Block Group 2",0,7,0,0,0,12,9,16,64,20,127,26,155,52,13,0,0,0,7,0,15,11,29,21,63,65,159,26,134,24,9,0
"G41000500227043","2000","Oregon","41","Clackamas","005",,,"022704","3",,,"Block Group 3",4,0,0,0,13,0,0,0,38,12,84,40,184,40,48,20,0,0,0,0,0,0,8,15,19,33,77,80,157,58,23,0
"G41000500227044","2000","Oregon","41","Clackamas","005",,,"022704","4",,,"Block Group 4",17,5,27,14,0,18,13,70,149,65,121,39,195,54,15,8,0,0,9,8,0,0,26,17,142,86,101,21,184,13,6,5
"G41000500228001","2000","Oregon","41","Clackamas","005",,,"022800","1",,,"Block Group 1",0,6,0,11,10,0,7,7,129,57,200,53,282,127,77,62,0,0,0,9,0,0,14,26,277,138,333,55,300,115,35,12
"G41000500228002","2000","Oregon","41","Clackamas","005",,,"022800","2",,,"Block Group 2",0,0,0,12,0,12,0,0,61,32,64,42,80,0,21,0,0,0,0,0,0,0,0,0,25,52,60,25,60,20,8,0
"G41000500228003","2000","Oregon","41","Clackamas","005",,,"022800","3",,,"Block Group 3",0,5,2,5,0,6,13,9,61,21,38,28,19,13,0,0,0,0,5,2,0,12,3,18,46,33,60,23,17,4,0,0
"G41000500229011","2000","Oregon","41","Clackamas","005",,,"022901","1",,,"Block Group 1",0,0,0,7,21,25,0,33,150,86,143,47,145,34,18,0,0,0,0,0,24,7,27,28,184,108,161,79,108,9,8,0
"G41000500229021","2000","Oregon","41","Clackamas","005",,,"022902","1",,,"Block Group 1",0,0,0,0,0,0,0,8,129,23,0,17,107,31,14,22,0,0,16,10,0,0,0,0,99,42,125,30,48,8,0,0
"G41000500229022","2000","Oregon","41","Clackamas","005",,,"022902","2",,,"Block Group 2",8,0,0,6,0,21,0,17,53,7,97,29,63,13,0,0,6,1,0,10,2,9,15,9,137,74,62,49,53,20,10,0
"G41000500229023","2000","Oregon","41","Clackamas","005",,,"022902","3",,,"Block Group 3",18,5,17,10,30,6,6,0,141,33,90,14,65,6,7,0,13,6,14,4,13,14,6,0,136,49,95,77,31,17,10,0
"G41000500229024","2000","Oregon","41","Clackamas","005",,,"022902","4",,,"Block Group 4",0,22,14,15,7,16,42,15,73,50,101,8,66,16,0,0,0,0,0,16,10,0,10,23,116,34,91,62,50,17,0,0
"G41000500229025","2000","Oregon","41","Clackamas","005",,,"022902","5",,,"Block Group 5",0,0,0,28,0,19,0,8,106,39,36,40,74,8,0,0,0,0,0,8,5,13,0,16,109,30,59,29,78,23,0,0
"G41000500229031","2000","Oregon","41","Clackamas","005",,,"022903","1",,,"Block Group 1",7,0,0,0,8,35,5,23,136,30,78,27,37,23,0,0,0,0,19,27,23,5,7,29,192,82,74,23,36,19,7,0
"G41000500229032","2000","Oregon","41","Clackamas","005",,,"022903","2",,,"Block Group 2",0,11,45,12,0,8,15,28,129,55,126,24,110,23,19,0,0,0,5,16,0,8,8,17,177,46,128,52,53,28,0,0
"G41000500229033","2000","Oregon","41","Clackamas","005",,,"022903","3",,,"Block Group 3",0,0,0,5,11,7,8,22,63,15,17,24,9,5,0,0,0,0,0,0,0,7,0,9,85,16,42,8,25,13,0,0
"G41000500229034","2000","Oregon","41","Clackamas","005",,,"022903","4",,,"Block Group 4",16,19,118,40,0,0,0,0,149,32,95,9,6,0,9,0,44,3,31,20,22,0,0,63,147,14,60,13,33,7,0,0
"G41000500229035","2000","Oregon","41","Clackamas","005",,,"022903","5",,,"Block Group 5",11,0,0,0,8,18,0,0,55,12,73,27,0,8,0,0,26,0,0,0,0,7,0,0,36,17,120,35,14,0,0,0
"G41000500230001","2000","Oregon","41","Clackamas","005",,,"023000","1",,,"Block Group 1",0,0,21,9,25,0,38,48,325,76,235,76,173,61,16,16,0,0,0,10,21,15,22,40,359,177,232,87,168,36,0,0
"G41000500230002","2000","Oregon","41","Clackamas","005",,,"023000","2",,,"Block Group 2",0,0,0,0,0,9,8,18,207,91,190,35,99,32,7,0,9,0,0,0,0,27,19,9,195,97,123,33,72,64,16,0
"G41000500230003","2000","Oregon","41","Clackamas","005",,,"023000","3",,,"Block Group 3",9,0,0,20,0,29,16,16,141,62,103,54,44,10,33,0,0,0,0,0,14,6,11,8,174,127,92,17,61,19,6,0
"G41000500231001","2000","Oregon","41","Clackamas","005",,,"023100","1",,,"Block Group 1",0,0,0,0,0,0,0,17,192,63,225,90,123,52,0,12,0,0,0,7,7,0,22,0,191,185,171,74,85,48,0,0
"G41000500231002","2000","Oregon","41","Clackamas","005",,,"023100","2",,,"Block Group 2",0,0,8,0,0,8,0,40,105,85,74,34,73,8,8,13,0,0,0,9,8,0,0,9,128,59,112,38,62,18,7,8
"G41000500231003","2000","Oregon","41","Clackamas","005",,,"023100","3",,,"Block Group 3",0,0,0,26,17,15,18,22,192,74,147,30,163,49,6,0,0,0,0,9,0,36,37,22,267,110,108,68,116,21,15,0
"G41000500232011","2000","Oregon","41","Clackamas","005",,,"023201","1",,,"Block Group 1",8,5,0,0,0,0,0,0,66,20,19,12,54,40,5,0,0,0,0,6,0,0,0,11,31,20,40,11,65,38,0,0
"G41000500232012","2000","Oregon","41","Clackamas","005",,,"023201","2",,,"Block Group 2",8,5,10,24,8,30,22,32,192,103,155,26,121,76,35,8,0,0,0,6,0,9,14,21,209,98,181,74,131,68,0,0
"G41000500232013","2000","Oregon","41","Clackamas","005",,,"023201","3",,,"Block Group 3",0,0,0,10,0,0,0,8,103,8,87,28,78,71,0,0,0,0,0,0,7,0,16,8,94,68,92,31,45,34,0,0
"G41000500232021","2000","Oregon","41","Clackamas","005",,,"023202","1",,,"Block Group 1",0,0,0,6,0,6,17,18,82,17,37,44,51,16,4,27,0,0,0,0,0,15,0,6,83,22,44,27,79,43,4,0
"G41000500232022","2000","Oregon","41","Clackamas","005",,,"023202","2",,,"Block Group 2",0,0,0,0,10,7,0,12,114,82,217,69,93,5,0,0,0,0,0,23,0,0,33,31,149,123,91,42,58,26,19,0
"G41000500232023","2000","Oregon","41","Clackamas","005",,,"023202","3",,,"Block Group 3",0,0,0,17,0,14,16,28,157,71,109,45,152,36,5,0,0,0,0,9,0,0,8,30,180,88,142,25,141,31,12,0
"G41000500233001","2000","Oregon","41","Clackamas","005",,,"023300","1",,,"Block Group 1",0,0,6,0,12,10,4,31,142,55,158,52,49,44,25,0,0,0,8,0,8,18,11,26,140,143,123,17,78,23,5,0
"G41000500233002","2000","Oregon","41","Clackamas","005",,,"023300","2",,,"Block Group 2",0,0,5,0,6,10,19,25,119,74,122,39,45,21,7,0,0,0,6,5,6,23,8,20,137,57,85,26,52,30,0,0
"G41000500233003","2000","Oregon","41","Clackamas","005",,,"023300","3",,,"Block Group 3",0,0,0,14,19,20,11,18,170,53,68,28,72,28,20,4,6,0,0,27,16,6,14,12,128,79,123,68,54,22,6,10
"G41000500234011","2000","Oregon","41","Clackamas","005",,,"023401","1",,,"Block Group 1",8,18,7,21,12,40,15,32,320,81,216,61,116,24,14,0,13,0,2,4,12,25,11,69,345,93,193,59,84,15,7,0
"G41000500234012","2000","Oregon","41","Clackamas","005",,,"023401","2",,,"Block Group 2",1,0,6,0,2,5,0,4,38,7,45,16,29,12,6,2,0,0,0,0,2,3,2,4,59,20,31,20,22,9,0,2
"G41000500234013","2000","Oregon","41","Clackamas","005",,,"023401","3",,,"Block Group 3",9,0,6,32,0,0,5,19,103,20,54,38,52,20,7,0,0,4,0,11,8,9,13,20,109,28,38,62,61,15,0,0
"G41000500234021","2000","Oregon","41","Clackamas","005",,,"023402","1",,,"Block Group 1",0,0,11,10,0,10,25,0,113,0,38,10,43,28,0,0,0,0,0,49,0,0,0,23,94,8,41,8,22,0,0,0
"G41000500234022","2000","Oregon","41","Clackamas","005",,,"023402","2",,,"Block Group 2",0,0,3,7,25,16,0,23,70,54,44,27,64,18,15,0,0,11,0,2,3,15,15,6,122,53,53,0,52,11,0,0
"G41000500234023","2000","Oregon","41","Clackamas","005",,,"023402","3",,,"Block Group 3",0,0,0,0,0,0,18,20,70,54,71,45,18,10,0,0,0,0,0,19,6,8,18,0,81,23,79,34,19,11,0,0
"G41000500234024","2000","Oregon","41","Clackamas","005",,,"023402","4",,,"Block Group 4",0,0,0,25,0,28,0,12,156,43,92,31,59,8,0,0,13,5,7,0,0,19,0,27,163,113,181,41,39,25,0,0
"G41000500234025","2000","Oregon","41","Clackamas","005",,,"023402","5",,,"Block Group 5",0,0,3,20,13,9,8,18,204,80,122,36,85,13,16,0,0,5,0,25,18,13,25,29,160,59,186,57,67,18,0,0
"G41000500235001","2000","Oregon","41","Clackamas","005",,,"023500","1",,,"Block Group 1",7,0,17,54,13,13,44,0,221,56,88,54,56,8,11,9,6,0,10,21,0,20,18,18,186,125,112,8,47,9,28,0
"G41000500235002","2000","Oregon","41","Clackamas","005",,,"023500","2",,,"Block Group 2",0,0,0,26,8,47,28,0,147,46,124,43,47,25,18,9,0,0,8,8,7,0,17,16,181,87,98,34,70,8,0,0
"G41000500235003","2000","Oregon","41","Clackamas","005",,,"023500","3",,,"Block Group 3",0,0,10,10,0,9,0,0,63,40,63,27,78,7,0,0,0,8,11,10,7,14,7,20,52,42,47,42,54,19,0,0
"G41000500235004","2000","Oregon","41","Clackamas","005",,,"023500","4",,,"Block Group 4",0,11,17,0,15,0,0,38,67,20,63,7,28,0,0,0,0,0,0,9,8,7,7,20,109,24,89,6,7,0,0,0
"G41000500235005","2000","Oregon","41","Clackamas","005",,,"023500","5",,,"Block Group 5",0,0,0,0,8,0,0,25,95,17,80,0,16,6,5,5,0,0,0,12,0,11,12,13,66,35,57,4,14,0,12,0
"G41000500236001","2000","Oregon","41","Clackamas","005",,,"023600","1",,,"Block Group 1",0,0,0,0,16,18,0,18,78,29,50,39,74,6,3,9,0,0,0,0,7,0,0,19,74,49,47,34,71,22,0,0
"G41000500236002","2000","Oregon","41","Clackamas","005",,,"023600","2",,,"Block Group 2",0,6,17,5,0,24,25,7,179,57,127,17,65,29,0,6,0,0,0,8,0,7,46,0,203,48,142,36,45,15,7,0
"G41000500236003","2000","Oregon","41","Clackamas","005",,,"023600","3",,,"Block Group 3",0,0,5,15,5,6,0,6,130,65,99,32,50,6,22,5,0,3,0,6,8,22,6,13,137,55,99,62,41,0,0,0
"G41000500237001","2000","Oregon","41","Clackamas","005",,,"023700","1",,,"Block Group 1",14,0,0,0,13,22,6,19,110,38,92,30,71,18,11,0,5,0,0,4,5,12,7,12,160,52,82,27,58,24,6,0
"G41000500237002","2000","Oregon","41","Clackamas","005",,,"023700","2",,,"Block Group 2",0,0,0,8,0,23,9,0,49,0,34,31,21,16,8,0,0,0,0,0,14,15,0,6,51,13,53,20,15,14,7,0
"G41000500237003","2000","Oregon","41","Clackamas","005",,,"023700","3",,,"Block Group 3",0,0,6,0,7,10,14,14,64,42,32,66,78,0,0,0,8,0,0,7,0,8,9,42,87,51,70,13,64,28,0,0
"G41000500237004","2000","Oregon","41","Clackamas","005",,,"023700","4",,,"Block Group 4",5,0,0,11,8,33,0,18,137,70,107,46,60,48,15,0,0,0,0,21,6,14,7,25,135,76,88,19,61,32,14,0
"G41000500238001","2000","Oregon","41","Clackamas","005",,,"023800","1",,,"Block Group 1",0,0,0,9,5,40,15,6,109,55,89,29,30,9,14,0,0,0,0,11,12,26,12,10,121,46,90,0,72,0,0,0
"G41000500238002","2000","Oregon","41","Clackamas","005",,,"023800","2",,,"Block Group 2",11,0,0,5,12,20,28,13,37,14,108,20,44,8,10,0,0,0,0,0,0,27,0,9,109,52,42,25,40,0,6,0
"G41000500238003","2000","Oregon","41","Clackamas","005",,,"023800","3",,,"Block Group 3",0,0,0,0,0,0,0,16,69,28,47,0,25,35,0,6,0,0,15,0,0,0,0,0,49,38,52,15,39,20,13,9
"G41000500238004","2000","Oregon","41","Clackamas","005",,,"023800","4",,,"Block Group 4",28,4,19,23,23,47,9,18,198,75,89,68,79,35,24,2,61,7,35,33,19,34,10,19,176,60,121,38,97,75,11,1
"G41000500238005","2000","Oregon","41","Clackamas","005",,,"023800","5",,,"Block Group 5",0,12,0,7,20,0,9,20,122,94,66,20,20,0,11,14,0,0,0,13,0,0,8,38,140,65,53,15,54,9,11,0
"G41000500239001","2000","Oregon","41","Clackamas","005",,,"023900","1",,,"Block Group 1",9,7,8,33,26,12,29,24,285,58,144,71,57,15,13,0,0,21,8,25,35,16,40,58,289,89,135,118,53,0,0,0
"G41000500239002","2000","Oregon","41","Clackamas","005",,,"023900","2",,,"Block Group 2",0,24,14,17,0,43,39,49,175,40,119,60,42,12,16,15,0,0,15,41,26,38,63,17,222,45,107,57,28,16,7,0
"G41000500239003","2000","Oregon","41","Clackamas","005",,,"023900","3",,,"Block Group 3",0,0,0,0,0,15,0,9,174,44,67,30,34,14,0,0,0,0,0,0,0,8,9,8,183,41,83,29,72,0,0,0
"G41000500239004","2000","Oregon","41","Clackamas","005",,,"023900","4",,,"Block Group 4",0,0,10,26,18,14,7,8,66,14,28,23,45,0,26,0,0,0,14,0,8,17,6,16,62,24,63,34,33,0,7,0
"G41000500240001","2000","Oregon","41","Clackamas","005",,,"024000","1",,,"Block Group 1",4,7,7,22,8,19,14,25,246,45,98,27,70,20,20,3,6,0,4,31,5,20,20,16,186,78,98,50,51,21,9,0
"G41000500240002","2000","Oregon","41","Clackamas","005",,,"024000","2",,,"Block Group 2",9,0,9,0,5,11,6,7,129,33,34,38,47,12,15,0,0,0,0,6,7,12,0,6,151,42,29,30,41,8,0,0
"G41000500241001","2000","Oregon","41","Clackamas","005",,,"024100","1",,,"Block Group 1",0,0,0,0,6,18,6,29,168,87,127,42,80,13,6,0,6,0,0,0,10,21,25,19,218,35,100,40,92,8,0,0
"G41000500241002","2000","Oregon","41","Clackamas","005",,,"024100","2",,,"Block Group 2",0,0,0,14,0,22,6,44,240,53,87,60,39,23,0,0,0,0,0,18,13,29,23,7,206,59,112,53,48,20,0,0
"G41000500241003","2000","Oregon","41","Clackamas","005",,,"024100","3",,,"Block Group 3",3,0,5,9,7,20,5,28,128,58,57,26,77,6,0,0,3,0,6,10,0,0,22,24,185,28,89,38,44,9,3,0
